featureid	rab.all	rab.win.3.mild	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	1.79525465324079	-1.17850099342884	12.3454155561593	12.9083873713255	5.28973866346716	2.10904718130444	0.0703126305986611	4.37716237285879e-06	8.30272953588564e-05	1.35142333041342e-05	0.000382204177635064
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Caloramator	0.371221456333904	-1.27300794214392	7.64542972244919	8.39234307316163	6.87838569090724	1.07391914652382	0.153170784729108	0.00106375882181361	0.00955528346468333	0.00265767672003906	0.019903893190765
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	4.84559319680509	-0.781272498602194	10.4992178066722	10.821311475898	5.41419708956417	1.67002040593076	0.0790245049419578	2.82731105738384e-05	0.000431705735143029	2.44371690864844e-05	0.000587922851350454
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Thermoanaerobacterium	0.381643568592128	-1.30678298950223	7.01450129249353	7.40456685922658	5.97792178609807	1.09105319191878	0.152195175401417	0.00109106937545683	0.00959089441007684	0.00201875628066988	0.0160224784706508
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__	1.15881697040949	-1.04685665976246	7.17438305953611	7.61831865916719	5.20789086920181	1.29925664571178	0.111328203053842	0.000383016289615455	0.0040430282157189	0.000392819102574616	0.0043087576666833
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus	6.68733812307215	9.44912811862704	3.79030418874851	-5.4665953256721	5.21630672705506	-1.00121651334523	0.125000068119424	0.000254329016794646	0.00358491221111825	0.000179874286449438	0.00299897870325146
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Finegoldia	5.54194566065482	6.95908185999211	1.62485778941844	-5.38952471516805	5.51474283763322	-0.840079045219641	0.159179738093275	0.00238753618759445	0.0214486658810228	0.000873350162446657	0.00961393151910866
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus	3.15985805613675	7.35636964232933	0.407700064234142	-6.52380709086969	6.68805522829718	-0.874508547740494	0.168945359347048	0.00285187007759788	0.0216746403477798	0.00161124444186243	0.0153162926217556
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Sporanaerobacter	0.248996594590182	-1.28914166650584	3.60117757762509	5.38957377405295	5.84564793836188	0.838674403098257	0.192382851836629	0.00709755303201485	0.0464013246319954	0.00877241639633261	0.0497061422328924
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus	1.67312690557928	7.61848492764408	-0.187484634672382	-7.45094690476976	5.92857204910084	-1.03925531782063	0.160156300199001	0.00156973294466784	0.013857160686312	0.00190282362854992	0.0166461323201072
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__	2.68467411579751	14.0057302809052	-0.201199926846915	-13.7651066692536	4.47340357210562	-2.65413347235914	0.079101677298638	4.7181476297605e-06	8.61831029139306e-05	1.87211075460306e-05	0.000489290188796864
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter	6.92386689705241	10.9219093550671	2.10983895583855	-7.025262012911	6.10400658155279	-1.12480054567711	0.10731715445108	0.000439289376687937	0.00494332558819408	6.44719814432808e-05	0.00132511805021389
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes	2.60474615679664	11.6782844438928	-0.220828026738856	-11.2594205248823	4.63761673609542	-2.18069610351097	0.0673172098233433	2.22478326053779e-06	4.75590577708595e-05	1.10947618004973e-05	0.000343510114453894
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Ralstonia	2.53556235897799	6.14003212415428	0.117411020287982	-5.3851128456372	4.65389734226075	-0.995461985758359	0.155122003400054	0.00385811406388211	0.0268403505535859	0.00117096564134292	0.0116391619987305
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Gulbenkiania	0.396598325723941	-1.30299657909592	6.77597697692556	7.17291346747226	6.11573067890793	1.07164453763414	0.148437555258673	0.00175335110919213	0.0136432173053214	0.00182350725686626	0.0154972343598385
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Vogesella	0.186393692633484	-1.34977216763479	7.20221685621871	7.10026113674323	6.56598777912127	0.95917347597909	0.176757856634691	0.00341530328841726	0.0257071572628477	0.0061964122999837	0.0398136868031842
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__	1.31626510162193	-1.45748029511361	11.4288994073964	12.2042886006965	4.63022868806402	2.26024484226764	0.0585367442096183	3.60841665752369e-06	7.74576380520296e-05	9.02026807096468e-06	0.000278632981900563
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Petrobacter	1.68389471370267	-0.703839039621499	9.71657658842637	9.50613319469483	5.6254814611301	1.47669863132827	0.0976563407156692	5.5751967493126e-05	0.000741370681289157	0.000104264209775667	0.00161977866573823
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__;g__	0.0521690799931243	-1.44479106913616	6.35322535682502	7.53983674195128	7.40424025052449	0.890132392056895	0.198242225220517	0.00487538733697732	0.0336407325765977	0.0133523984100529	0.0692178990767213
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter	2.65269146723824	12.9138098563566	-0.287302374647814	-12.5317475521111	5.49569964374756	-1.89627907853098	0.0732423124135955	1.26643786302671e-06	3.91924167315647e-05	1.93453220957683e-05	0.000507002435841035
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter	6.25829401664497	11.4012226391986	0.0416851007645942	-10.826762003838	5.29835198195071	-1.46967335858026	0.117073244190453	5.88159853786629e-05	0.000810163007982265	0.000166304190193262	0.00256762327947713
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella	2.11504701010845	8.82341795467999	-0.485280505068534	-8.90040870442822	3.94820882364772	-2.01918464163946	0.0683595096576895	2.47636955973941e-05	0.000329915410581755	1.39467357685717e-05	0.000400554570919272
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas	3.71510599071571	14.8956737270524	-0.241897988506734	-14.4826644889594	4.30108193228218	-3.14911159762722	0.00293305410476469	2.99883196238876e-07	5.1770614096063e-06	1.60388280176633e-08	3.97611384809942e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__	3.37277807452081	7.17645341959411	0.0624268495960472	-6.82259435776521	4.17683577478227	-1.52719383303428	0.0595123511782095	5.32461200646129e-05	0.000631636910412011	8.67471840996177e-06	0.000297488846567475
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	5.40883289196209	6.8677812321115	1.49817495794285	-4.86914118918848	5.45151764013704	-0.794327153095584	0.159179738093275	0.00393924450461109	0.0302182245635431	0.0009142027990632	0.010155885335249
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	9.34153242053818	12.9653393449084	7.34582249928497	-5.19694153283586	5.48286217485644	-0.844348008539272	0.169756144024715	0.00406287926911789	0.0375734185667605	0.00110946874552005	0.0122091846468389
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__	5.96260955791068	9.79848026566573	0.282868180013397	-8.81258842280872	6.29262487559111	-1.18050889233866	0.137561036188664	0.000208833099245079	0.00279174771806493	0.000329916248806586	0.00453498671768726
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas	1.32689802996621	-0.667945650249205	8.02563946340662	7.58358415679685	6.41068371766945	1.08062677583591	0.156250051804446	0.00192334923220841	0.0142586145917539	0.00182770113744686	0.0157883702299762
