featureid	rab.all	rab.win.1.negative	rab.win.3.mild	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	9.68128113955157	10.7673421796643	1.62296188013314	-7.53688460401826	6.81330796758984	-1.05975053007985	0.120000071355843	6.99542430216689e-05	0.000409703617412389	1.97308151118219e-05	0.000116502576647178
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	5.80983114476134	7.59453679486512	1.326671442255	-6.42092713063905	5.5450298396564	-1.09601958341344	0.116211011742839	7.24918576336908e-05	0.000375606681342399	9.82519753507503e-06	6.50431977466028e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	7.98065262199862	5.81193703681606	11.2576641030967	7.18238362259038	6.93588939607563	1.07452228319813	0.090731805687826	2.75814679404809e-06	3.56367024896616e-05	1.58859605886713e-06	1.76151902599895e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	5.60845237382308	6.97009692910469	1.51386841254283	-5.05780839274413	4.87330929249369	-0.915142428002482	0.167968797202941	0.00124597016835697	0.00492647618428014	0.000169194423065516	0.000788693120232009
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	5.03243615540447	4.26839328195337	8.71152673473732	5.29078893045094	7.03558062262513	0.732146720541718	0.229268323063963	0.00321343318742484	0.0116793718483363	0.00330255837236139	0.0124196286250562
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	7.30252504782771	8.7380835136204	2.00944935526321	-6.52268027335748	4.70147055932981	-1.38322509115273	0.0625001483479109	1.55998370551036e-05	0.000121427357141727	1.76396325946696e-07	4.5299355695038e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	8.31275592072769	9.19034759363075	5.69145835372362	-3.78627538146127	3.9137786130315	-0.9034501425056	0.11804885323423	0.00143580556540681	0.00574522038564027	1.19797303323102e-05	7.79962634247028e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	11.4263128622224	12.210652796894	8.31072842300968	-3.99085010140586	3.01473084762941	-1.22469789968967	0.102439110130307	1.88556009362047e-05	0.00016760979702042	4.01538642048855e-06	3.33596341691669e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	6.97707825582543	8.14252016704774	2.46146636960807	-5.21787428210037	5.63551640927833	-0.861770068418153	0.134765687232416	0.00128194406873915	0.00521387126785766	4.3446810543692e-05	0.000230358137525283
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	8.39042394800276	9.54020671301159	4.96928128264664	-4.62596593625394	3.45170012809956	-1.15665826046721	0.0966797792550875	0.000202555625382744	0.000958380492875367	2.16751768096563e-06	2.15013506569672e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	3.29942714307393	6.4461705307572	0.41743028110397	-5.11322378288978	6.10772129997191	-0.750867767984457	0.213867221313181	0.00454609294329034	0.0164645874087033	0.00177122088638432	0.00689542324152234
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	10.8385110821256	12.1776381182084	7.58140843623292	-4.97855612542966	4.79172277566825	-1.10213379319137	0.0830079213428163	0.000162285382642798	0.000818590001219577	7.43093436584749e-07	1.12748946054775e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	4.63446210905119	6.68869307771053	-0.509802373259893	-6.35705465062267	5.4216600587062	-1.05866844946971	0.138536645424173	0.000203538628006636	0.00101943344848586	4.39035278708747e-05	0.000231181771488486
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	7.69913270181712	5.15435726517673	9.44920821564616	4.47433732678617	5.43535284939979	0.755375437698589	0.1738281701247	6.73570458225626e-05	0.000420452635395213	0.000330128699201517	0.00147181319950959
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	5.14450679332928	6.65042778343631	-0.488577816228593	-6.56165791947306	5.15555419304679	-1.05234517166077	0.108292763362715	0.000163524499354745	0.000810871290650444	6.80024361929748e-06	4.82039557054149e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	10.7253718177101	11.8506704251856	2.73497190257685	-8.45269485792979	7.14395244389175	-1.05802846460475	0.139512254666751	0.000116248141929311	0.000648360268150995	4.78828953734148e-05	0.000254215248064926
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	7.2714954837124	9.18384048086436	1.01506632988716	-7.62793410893741	6.08314906841989	-1.12917681123163	0.120000071355843	6.78472127028081e-05	0.000412328664265895	5.66508232777365e-06	4.23952087824582e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.241091418759932	-1.11915850712686	3.65115000335138	4.45085453970356	4.85129571593402	0.850325327783323	0.176757856634691	0.00457264169466315	0.0148536681531095	0.000832142231854592	0.00334214242548672
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae	-0.00279518137981061	-1.22936875848793	3.20474198674584	4.2672615719839	4.60430041668235	0.811985473413762	0.185546916342288	0.0077010215057577	0.0234746654416504	0.00157118490354774	0.00572510211350733
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.0868346487212897	-1.37745320565855	6.78685172611789	8.35464069918761	5.3990932791176	1.33348253430779	0.113170808135742	0.00026261015262796	0.00106494637227541	2.64398956042523e-05	0.000138285139202063
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.590145505988554	-0.994131504438119	5.90239228635877	6.51660273283094	4.64692456038207	1.23816124092723	0.12011725891301	0.000333693385663147	0.00130325333347601	4.77398679699944e-05	0.000236825981434936
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	3.25512350080909	-0.153415531296184	13.4442317351994	12.6705167874513	5.2949928395645	2.0545792930001	0.0859376047282644	5.64003701123658e-06	4.25200529718084e-05	1.86236976971365e-06	1.74741192766917e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	1.19632461549282	-0.869985031699882	5.29419594072585	6.2822537008331	5.27220949949153	1.08392266011141	0.120975680433128	0.0001095671239091	0.0005268002811634	2.02651262568051e-05	0.000114287607004832
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	3.2585355368187	0.745253607348583	5.59691350333416	4.38724157580555	5.17273107465028	0.739368048602669	0.219726594979626	0.00376063089664652	0.012865596282678	0.00249491301695871	0.00947126215638251
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae	7.85716762753519	9.59437955354364	0.954636842997706	-7.72475255781319	6.23626381451509	-1.09440681271274	0.0966797792550875	0.00014993624431255	0.000735082755772486	3.63124377848781e-06	3.0597651433481e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	2.78571679936837	-0.185506706561509	13.5315915448144	13.151938897133	5.89173745793648	1.85166375653607	0.0663416022442444	2.38706289578615e-08	4.84722300007409e-07	3.60299439563049e-07	6.32555135186886e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae	2.40976467088105	-0.388699757741636	13.9345799622673	13.620767771507	4.80672311811211	2.67789305870007	0.0136592522922331	5.49772033602096e-12	9.04608277478502e-10	3.51800029670438e-10	5.83988049252927e-08
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	10.2597646016718	12.0827432483797	2.88539969660591	-8.66343580180427	4.66905142481904	-1.65964257462924	0.0634767083916086	3.57079961859663e-06	3.12121141139654e-05	1.61386879495433e-07	4.43473301494338e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	3.17419111415036	-0.275369744147683	7.91041047431096	8.08695236218827	4.97357794958761	1.46665723727138	0.0771485555008244	2.83267903534969e-05	0.000123773662937292	4.40995647542528e-06	3.39140518559139e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	6.17923286899914	1.23751532531352	11.9691736724691	10.0610844393095	5.6044857938362	1.56744613799181	0.0575611373351229	1.17003580575485e-08	3.34431902534862e-07	2.05201513438778e-07	5.24018012423649e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	3.6062854522418	-0.334180100659774	8.87358105741648	8.24810971102293	5.3111958426101	1.45567979977615	0.0595123511782095	1.16433784895111e-05	5.62421892749157e-05	3.29301624838831e-07	5.84589771892768e-06
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae	2.26769303200791	4.73380839089316	-1.42276458692533	-5.6142182794294	6.33486506610633	-0.811250055906776	0.197265662983664	0.00243521406962183	0.00930082372047477	0.00223010836200653	0.00843635239447797
k__Bacteria;p__TM7;c__TM7-3;o__;f__	6.53042532582029	8.75715853040514	1.3335316089512	-7.14852595906617	5.14152014198551	-1.17969060286254	0.105365936673968	3.79163653868663e-05	0.000232148324913352	6.10283445223654e-06	4.44996670332372e-05
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16	2.52322737354466	5.81643091478746	-1.59167695990814	-6.73720923269235	5.80028326851166	-1.03875730379673	0.142578183088703	0.000328097868878458	0.00141063421397546	0.000182138972063993	0.000795409830902868
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae	-0.339567741798382	1.70360891430582	-2.08886709300196	-4.61567632450679	5.67648789964698	-0.72129669687683	0.222439056211962	0.00672561080214632	0.021794073697194	0.0122359101260797	0.0353034639867569
