featureid	rab.all	rab.win.3.mild	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	-1.35251368068788	-1.36249692317849	-1.3371714365215	-0.253000984308701	5.43075701779924	-0.037964386328691	0.483398438820829	0.567839044540421	0.756262947144775	0.580001392263853	0.753298803483529
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.799736632798001	1.40633178543825	0.0335566309596604	-1.24071400575377	6.10181587322246	-0.203101450933317	0.406829275948622	0.454207101399239	0.675168225499834	0.44516717061964	0.65845563895036
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	10.4465958945143	10.9487911914314	9.17615208477716	-2.68815981123268	5.07852287399589	-0.470630135808372	0.261718774501448	0.0167154242669814	0.104303926269614	0.0156906706043929	0.0928711758993768
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	-1.43375706640946	-1.82269664866924	-1.08652842849315	0.42311029049135	4.78015421671553	0.0758979304703578	0.469726564914768	0.521566669605596	0.715400224440901	0.51583746175366	0.690311032539238
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae]	-1.56331903582349	-1.86070968950568	-1.28192418076082	0.656398216855668	4.7950279596912	0.122411018536785	0.443902443530651	0.54697633916799	0.737264090284895	0.541794456665771	0.704504447721822
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	-1.6494401781173	-1.92086453119108	-1.3041313992476	0.373070677197546	4.71914918706257	0.0761522706095662	0.462439027386408	0.544300174839029	0.739985240889717	0.570475268577428	0.739885683356054
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	0.655167311462394	1.30873178375566	-0.0929579402175893	-1.31375914874502	6.0289604348624	-0.191018271722611	0.396097569588872	0.465784831486716	0.690562754855256	0.386034072564944	0.60129063430085
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	-1.46245788154072	-2.05924096698492	-0.945949991538863	0.954879190592278	5.45244148487933	0.151120080050259	0.416015631868254	0.457777740013664	0.673009237426521	0.414535967294865	0.610605267354741
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	6.41226173568225	8.47070244089441	3.86880593086077	-3.84150003917194	8.44080244318349	-0.420042940851897	0.320975626044017	0.100215545521519	0.331116222043642	0.108615805689069	0.324399385416076
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.476851971053487	1.81690349992796	-0.199376504752868	-1.35313943762094	5.70839903780257	-0.199870025135366	0.390625009129186	0.439094702215445	0.654697172987168	0.384608869741824	0.599808205643128
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	1.45393910033486	-1.81520944013802	11.7389887701065	12.8895845444167	5.33131726202024	2.11847025476379	0.0781251163798726	2.94648684502099e-06	6.78668722198166e-05	2.03536106875821e-05	0.00044022596030538
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	4.62634403347537	5.37972782639482	3.36092921361765	-1.23897782133291	7.07382871672883	-0.15170478088121	0.41992188153157	0.574770134182442	0.780091615004142	0.467025485403458	0.699060005032986
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	-0.732255814408848	-0.504570805166145	-0.967272102479678	-0.813685648421448	5.68008424353676	-0.133756802397401	0.440975614503948	0.522120423242767	0.735159498669037	0.524542379067216	0.714455704863792
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	8.53063520964874	7.98848684821644	8.75486039835525	0.661907722342008	5.63977684847425	0.103068370176155	0.451707320939712	0.83324465785961	0.92762915716169	0.714723452798052	0.855830427650877
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.386682056577471	2.33986715080724	-0.188578904991746	-1.67441660350694	6.89876257031008	-0.228675647991369	0.390625009129186	0.507974341831604	0.72307196300913	0.397721644629972	0.617325739902211
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	-1.61381485879137	-2.1106222971647	-1.03679297491395	1.04007182981699	4.49169328010353	0.19264528343307	0.399414070831006	0.381075370970994	0.569331786575279	0.367461124927483	0.536843145271848
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	4.79546505232364	-1.50475816418632	10.2567029785473	11.4053800871626	5.98361626972192	1.58363559712294	0.0858537631742633	3.10401955370005e-05	0.000433876617199623	2.84248844401661e-05	0.000570726052705358
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	2.56291490852785	4.66613561623253	0.0959246269527387	-4.23392975920774	5.33321064950252	-0.694843480259843	0.219512227585789	0.0285915134259967	0.130302292680307	0.00899804225854049	0.0559709001327297
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	-1.22092454943489	-1.03663521598015	-1.34758531625543	-0.575318243164987	5.20044591236108	-0.114487293159905	0.447804882234397	0.483837868746613	0.695057875846557	0.538037235413511	0.713229467747376
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	-0.143756253607002	0.17886329613726	-0.489784947578014	-0.717564855605739	5.18081676360726	-0.116895411978426	0.440000004828602	0.56530486442173	0.75635889397225	0.542054606014305	0.720598160950433
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	-0.600670946619356	-0.705226070374533	-0.535163125518979	-0.172732331747715	6.21212995538107	-0.0237819379190036	0.487804879016647	0.619227258697819	0.791317519475898	0.609854974665909	0.771644412803563
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	7.0644317819158	7.24757746432267	7.00989615189209	0.412863353172523	5.9045317724477	0.064436736015757	0.464390246741327	0.38701431502029	0.652637369366279	0.691725578295775	0.844407996531813
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	-0.550171047893597	-0.699346006199038	-0.469949768137476	-0.370479978433682	6.07917948430282	-0.0549412600991134	0.478515626710582	0.653014726037867	0.814679390943559	0.641250901434124	0.795740487422173
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	7.7023441064518	9.12432523689082	5.35814730913025	-3.63479810002445	4.91462858955584	-0.709199742891102	0.203125036440008	0.0019298167369623	0.0186532567034902	0.00285183250405158	0.0234217436174728
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	-0.568376505197323	-0.601657347638188	-0.554228026826299	-0.161245239157283	5.85429339118817	-0.0247837747031388	0.490234375776398	0.63603057153926	0.817579156295454	0.663899144042738	0.812917724253269
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	1.88268071844499	2.39895287554881	1.26155346300225	-1.40078905422221	7.57958632400853	-0.179061355912364	0.40234375806882	0.436383830544918	0.682661771502846	0.444501184774968	0.671241216738704
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	0.1032493139778	0.846039053673186	-0.284784659494841	-1.60231059951486	6.58353248445344	-0.208024963556372	0.412682933972931	0.476156602433421	0.704255728008579	0.45554720634477	0.655902868473487
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__	-1.6033126560587	-2.07150072333735	-1.10161066131934	0.971713589498251	4.42435536258236	0.188710881336365	0.407226570135852	0.40450513836832	0.604910914984378	0.36941585080138	0.560277160724512
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	-1.67191699446194	-2.19856310816577	-1.17509905618894	0.935258164508101	4.55135410410847	0.182409566558569	0.410156257378367	0.395412103463286	0.601822593714429	0.394280450235409	0.577434885685219
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__	-1.46832715984866	-2.30593664763215	-0.781482016490727	1.21754974179053	4.60935287041044	0.227108448600918	0.383414643925309	0.352833922861962	0.569517866804593	0.322564123842694	0.514808210271991
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	1.19003528816777	3.45412128562472	-0.529361223014501	-3.6719514404471	4.37220810855672	-0.759835324383884	0.202148474191528	0.0188154527145564	0.0865459736976178	0.0046800511991416	0.0318009646822742
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__	-0.0778573554389173	-1.22870383948219	1.6681690271181	2.84260540141369	6.19130875799912	0.463799345886988	0.31317074893099	0.128183355883231	0.320179649392701	0.110356563017303	0.280152462310392
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae	-1.44536256527058	-2.02001366548704	-0.842318181502721	0.861480029306147	4.91011964031018	0.153833685675159	0.435121956453624	0.493171721265149	0.694037956723283	0.474632500877919	0.650695599156987
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bartonellaceae	-1.73868661413635	-2.2206216874329	-1.21967490917635	0.941532925668815	4.38338720542762	0.179096080708187	0.408780495289325	0.427949867231421	0.629504189792041	0.425032955086507	0.609083826371802
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae	-1.3581945043263	-1.85100020657854	-0.750989430354124	0.93433017034533	4.37428068227652	0.189751674608136	0.412109382207626	0.372040564362076	0.575673537783294	0.372624815105846	0.558186095627712
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	-1.01351630123372	-0.803124609634769	-1.2835276822729	-0.734963491635165	5.11931559218382	-0.125313672971172	0.445312504398793	0.524466899568678	0.71473694330551	0.553583062793398	0.71389352388559
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae	-1.60582273936924	-2.54886004974401	-0.521835726049136	1.92914888676719	4.6609864304804	0.365007290674637	0.328780503189735	0.240683779225798	0.432156301950159	0.197365243960962	0.358870793732942
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	-0.250613954606548	-0.133771052376359	-0.345222305660664	0.0177355862071806	6.28129916858278	0.00309285217644637	0.499023437577611	0.575168446910584	0.771220153136976	0.680474096167694	0.821036404085021
